/*Chapel*/
{
{{0,0,-4,-5,-5,-5,-5,-5,-5,-5,-3,0,0},
{0,0,-6,1,1,2,2,2,1,1,-6,0,0},
{0,0,-8,1,1,2,2,2,1,1,-8,0,0},
{0,0,-6,1,1,2,2,2,1,1,-6,0,0},
{0,0,-8,1,1,1,2,1,1,1,-8,0,0},
{0,0,-6,1,1,1,2,1,1,1,-6,0,0},
{0,0,-8,1,1,1,2,1,1,1,-8,0,0},
{0,0,-6,1,1,1,2,1,1,1,-6,0,0},
{0,0,-8,1,1,1,2,1,1,1,-8,0,0},
{0,0,-6,1,1,1,2,1,1,1,-6,0,0},
{0,0,-8,1,1,1,2,1,1,1,-8,0,0},
{0,0,-6,1,1,1,2,1,1,1,-6,0,0},
{0,0,-8,1,1,1,2,1,1,1,-8,0,0},
{-4,-5,-2,-5,-5,-5,2,-5,-5,-5,-1,-5,-3},
{-6,3,3,3,3,3,3,3,3,3,3,3,-6},
{-6,3,3,3,3,3,3,3,3,3,3,3,-6},
{-8,3,3,3,3,3,3,3,3,3,3,3,-8},
{-6,3,3,3,3,3,3,3,3,3,3,3,-6},
{-1,-5,-5,3,3,-1,-5,-2,3,3,-5,-5,-2},
{0,0,0,-6,3,3,3,3,3,-6,0,0,0},
{0,0,0,-1,-5,-5,3,-5,-5,-2,0,0,0}},

{{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,-18,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,-9,-10,-11,0,-14,-13,-12,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,-9,-10,-11,0,-14,-13,-12,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,-9,-10,-11,0,-14,-13,-12,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,-9,-10,-11,0,-14,-13,-12,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,4,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,-15,0},
{0,0,-15,0,0,0,0,0,0,0,0,-15,0},
{0,0,-15,-15,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,0,0,0,0,-15,0,0},
{0,0,0,-3,0,0,0,0,0,-4,0,0,0},
{0,0,0,0,0,0,0,0,0,0,0,0,0},
{0,0,0,0,0,0,4,0,0,0,0,0,0}}
},

